id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight,id:1,player_fifa_api_id:1,player_api_id:1,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5507,138810,10348,2015-09-21 00:00:00,77,77,right,high,low,70,75,56,78,74,80,83,82,73,84,74,71,72,71,79,80,54,52,70,81,60,28,77,73,78,34,24,47,9,11,9,16,12
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5508,138810,10348,2015-05-29 00:00:00,76,76,right,high,low,69,74,55,77,73,79,82,81,72,83,74,71,72,70,79,79,54,52,70,80,59,27,76,72,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5509,138810,10348,2015-03-20 00:00:00,76,76,right,high,low,67,72,55,77,69,79,82,81,72,83,74,71,72,70,79,76,54,52,70,80,59,27,76,72,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5510,138810,10348,2015-03-06 00:00:00,76,76,right,high,low,67,72,55,77,69,79,82,81,72,83,74,71,72,70,79,76,54,52,70,80,59,27,76,72,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5511,138810,10348,2015-01-09 00:00:00,76,76,right,high,low,67,72,55,77,69,79,82,81,72,83,72,68,72,70,79,76,54,52,70,80,59,27,76,72,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5512,138810,10348,2014-09-18 00:00:00,76,76,right,high,low,67,72,55,77,69,79,82,81,72,83,72,68,72,70,79,76,54,52,70,80,59,27,76,72,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5513,138810,10348,2014-02-28 00:00:00,76,76,right,high,low,67,72,55,77,69,79,82,81,72,83,72,68,72,70,79,76,54,52,70,80,59,27,76,72,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5514,138810,10348,2013-09-20 00:00:00,75,75,right,high,low,67,72,55,75,69,79,82,81,70,83,72,68,72,70,78,76,54,48,67,80,59,27,76,69,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5515,138810,10348,2013-05-10 00:00:00,75,75,right,medium,low,67,72,55,75,69,81,82,81,68,83,72,68,72,70,78,76,54,48,67,80,59,27,76,69,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5516,138810,10348,2013-03-22 00:00:00,76,76,right,medium,low,68,72,55,75,69,81,82,81,68,83,72,68,72,70,78,76,54,48,67,82,59,27,78,69,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5517,138810,10348,2013-03-15 00:00:00,76,76,right,medium,low,68,72,55,75,69,81,82,81,68,83,72,68,72,70,78,76,54,48,67,82,59,27,78,69,77,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5518,138810,10348,2013-02-22 00:00:00,76,76,right,medium,low,68,72,55,76,65,81,82,81,68,83,72,68,72,70,78,75,54,48,67,82,59,27,78,69,75,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5519,138810,10348,2013-02-15 00:00:00,76,76,right,medium,low,68,72,55,76,65,81,82,81,68,83,72,68,72,70,78,75,54,48,67,82,59,27,78,69,75,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5520,138810,10348,2012-08-31 00:00:00,75,75,right,high,low,68,74,55,76,65,81,82,81,68,83,72,68,72,75,78,67,54,48,66,82,59,27,78,69,72,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5521,138810,10348,2012-02-22 00:00:00,72,72,right,medium,low,70,73,54,75,74,80,80,78,67,79,73,67,71,63,73,66,33,59,71,81,68,26,72,70,71,32,22,45,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5522,138810,10348,2011-08-30 00:00:00,72,72,right,medium,low,70,73,54,75,74,80,80,78,67,79,73,67,71,63,73,66,33,59,71,81,68,26,72,70,71,32,22,45,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5523,138810,10348,2011-02-22 00:00:00,77,81,right,medium,low,70,74,65,72,75,81,78,79,68,80,84,82,75,75,74,71,64,63,68,82,69,27,73,77,72,33,23,46,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5524,138810,10348,2010-08-30 00:00:00,78,81,right,medium,low,70,79,70,72,75,81,78,79,68,80,84,82,75,75,74,73,64,63,68,82,69,27,73,77,72,33,23,56,8,10,8,15,11
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5525,138810,10348,2010-02-22 00:00:00,78,80,right,medium,low,72,82,70,72,75,83,78,79,68,82,76,75,75,75,74,80,64,75,69,84,69,63,70,77,67,33,23,56,13,23,68,23,23
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5526,138810,10348,2009-08-30 00:00:00,75,80,right,medium,low,66,82,70,72,75,75,78,74,68,79,72,71,75,65,74,73,64,75,78,76,69,63,70,77,67,33,23,56,13,23,68,23,23
10348,141114,Tobias Kempe,199413,1989-06-27 00:00:00,182.88,170,5527,138810,10348,2007-02-22 00:00:00,75,80,right,medium,low,66,82,70,72,75,75,78,74,68,79,72,71,75,65,74,73,64,75,78,76,69,63,70,77,67,33,23,56,13,23,68,23,23
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5948,167285,3441,2013-09-20 00:00:00,65,65,right,medium,medium,55,34,61,60,46,58,46,40,62,60,49,47,52,68,70,60,63,60,71,58,75,71,52,64,40,66,65,63,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5949,167285,3441,2013-07-05 00:00:00,65,65,right,medium,medium,55,34,61,60,46,58,46,66,62,60,49,47,52,68,70,60,63,60,71,58,75,71,52,64,40,66,65,63,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5950,167285,3441,2013-05-17 00:00:00,65,65,right,medium,medium,55,34,61,60,46,58,46,66,62,60,49,47,52,68,70,60,63,60,71,58,75,71,52,64,40,66,65,63,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5951,167285,3441,2013-04-05 00:00:00,66,66,right,medium,medium,55,34,62,62,46,58,46,66,66,62,49,47,52,70,70,60,63,60,71,58,74,73,52,64,40,66,65,64,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5952,167285,3441,2013-02-22 00:00:00,66,66,right,medium,medium,55,34,63,62,46,59,46,66,60,62,49,47,54,71,70,60,63,60,71,58,77,74,52,64,40,62,65,64,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5953,167285,3441,2013-02-15 00:00:00,66,66,right,medium,medium,55,34,63,62,46,59,46,66,60,62,49,47,54,71,70,60,63,60,71,58,77,74,52,64,40,62,65,64,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5954,167285,3441,2012-08-31 00:00:00,67,67,right,medium,medium,55,34,63,64,46,59,46,40,60,62,51,44,54,71,68,60,61,65,77,58,77,74,52,64,40,64,65,64,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5955,167285,3441,2012-02-22 00:00:00,69,69,right,medium,high,55,34,61,72,46,63,46,40,66,65,49,44,54,71,68,64,62,67,72,56,77,75,50,60,40,61,69,66,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5956,167285,3441,2011-08-30 00:00:00,71,71,right,medium,high,59,34,61,71,56,68,46,50,66,64,49,44,54,73,68,64,67,65,74,56,72,77,50,72,50,69,76,72,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5957,167285,3441,2011-02-22 00:00:00,69,71,right,medium,high,60,34,61,65,56,68,46,50,64,63,64,63,57,74,75,63,64,73,69,55,75,75,48,78,40,67,75,72,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5958,167285,3441,2010-08-30 00:00:00,66,74,right,medium,high,61,35,61,62,57,73,47,51,65,56,64,61,57,68,77,44,67,73,66,55,75,87,41,78,40,66,83,79,9,15,12,12,14
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5959,167285,3441,2010-02-22 00:00:00,66,74,right,medium,high,67,35,61,62,57,73,47,51,65,56,64,61,57,58,77,44,67,81,80,55,75,71,71,78,66,66,63,79,7,22,65,22,22
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5960,167285,3441,2009-08-30 00:00:00,66,74,right,medium,high,67,35,61,62,57,73,47,51,65,56,64,61,57,58,77,44,67,81,80,55,75,71,71,78,66,66,63,79,7,22,65,22,22
3441,25659,Fode Mansare,49477,1981-09-03 00:00:00,175.26,157,5961,167285,3441,2007-02-22 00:00:00,66,74,right,medium,high,67,35,61,62,57,73,47,51,65,56,64,61,57,58,77,44,67,81,80,55,75,71,71,78,66,66,63,79,7,22,65,22,22
7683,279873,Molla Wague,205243,1991-02-21 00:00:00,190.5,192,6395,144593,7683,2016-04-21 00:00:00,66,66,left,high,medium,65,54,53,62,52,67,57,56,57,62,68,68,69,64,67,64,72,73,70,58,69,63,52,58,59,69,69,71,9,8,16,9,7
7683,279873,Molla Wague,205243,1991-02-21 00:00:00,190.5,192,6396,144593,7683,2015-09-21 00:00:00,66,66,left,high,medium,65,54,53,62,52,67,57,56,57,62,68,68,69,64,67,64,72,73,70,58,69,63,52,61,59,69,69,71,9,8,16,9,7
7683,279873,Molla Wague,205243,1991-02-21 00:00:00,190.5,192,6397,144593,7683,2013-09-20 00:00:00,66,66,left,high,medium,65,54,53,62,52,67,57,56,57,62,68,68,69,64,67,64,72,73,70,58,69,63,52,61,59,69,69,71,9,8,16,9,7
7683,279873,Molla Wague,205243,1991-02-21 00:00:00,190.5,192,6398,144593,7683,2011-08-30 00:00:00,66,66,left,high,medium,65,54,53,62,52,67,57,56,57,62,68,68,69,64,67,64,72,73,70,58,69,63,52,61,59,69,69,71,9,8,16,9,7
7683,279873,Molla Wague,205243,1991-02-21 00:00:00,190.5,192,6399,144593,7683,2010-08-30 00:00:00,62,66,left,high,medium,61,54,37,60,52,67,57,56,53,62,68,71,66,64,64,64,65,67,63,58,69,63,61,61,59,63,69,71,9,8,16,9,7
7683,279873,Molla Wague,205243,1991-02-21 00:00:00,190.5,192,6400,144593,7683,2009-02-22 00:00:00,62,66,left,high,medium,61,54,37,60,52,67,57,56,53,62,68,71,66,64,64,64,65,67,63,58,69,63,61,61,59,63,69,71,9,8,16,9,7
7683,279873,Molla Wague,205243,1991-02-21 00:00:00,190.5,192,6401,144593,7683,2008-08-30 00:00:00,62,66,left,high,medium,61,54,37,60,52,67,57,56,53,62,68,71,66,64,64,64,65,67,63,58,69,63,61,61,59,63,69,71,9,8,16,9,7
7683,279873,Molla Wague,205243,1991-02-21 00:00:00,190.5,192,6402,144593,7683,2007-02-22 00:00:00,62,66,left,high,medium,61,54,37,60,52,67,57,56,53,62,68,71,66,64,64,64,65,67,63,58,69,63,61,61,59,63,69,71,9,8,16,9,7
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8044,109416,3517,2016-04-14 00:00:00,77,77,right,high,medium,71,70,72,77,72,71,67,79,70,79,76,78,74,77,71,83,83,77,69,73,79,35,81,76,80,41,22,20,13,14,13,16,12
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8045,109416,3517,2016-01-07 00:00:00,76,76,right,high,medium,71,70,72,77,68,71,67,79,70,79,76,78,74,77,71,83,83,77,69,73,79,35,81,76,80,41,22,20,13,14,13,16,12
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8046,109416,3517,2015-09-21 00:00:00,76,76,right,high,medium,71,70,72,77,68,71,67,79,70,79,76,78,74,77,71,83,83,77,69,73,79,35,81,76,80,41,22,20,13,14,13,16,12
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8047,109416,3517,2015-07-24 00:00:00,76,76,right,high,medium,70,71,71,76,67,70,66,78,69,78,78,82,74,76,71,82,83,82,69,74,78,34,80,75,79,40,21,25,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8048,109416,3517,2015-05-15 00:00:00,76,76,right,high,medium,70,71,71,76,67,70,66,78,69,78,78,82,74,76,71,82,83,82,69,74,78,34,80,75,79,40,21,25,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8049,109416,3517,2014-09-18 00:00:00,76,76,right,high,medium,70,71,71,76,67,70,66,78,69,78,78,82,74,76,71,82,83,82,69,74,78,34,80,75,77,40,21,25,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8050,109416,3517,2014-05-09 00:00:00,76,76,right,high,medium,70,71,71,76,67,70,66,78,69,78,83,82,74,76,70,82,83,82,69,74,80,34,82,75,77,40,21,25,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8051,109416,3517,2013-09-20 00:00:00,77,77,right,high,medium,70,73,71,76,67,70,66,78,69,78,83,82,74,76,70,82,83,82,69,74,80,34,82,75,77,40,21,25,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8052,109416,3517,2013-06-07 00:00:00,80,80,right,high,medium,70,84,70,76,73,74,66,79,69,78,83,82,74,76,70,87,83,82,69,82,82,34,83,75,81,40,21,19,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8053,109416,3517,2013-03-15 00:00:00,81,81,right,high,medium,70,86,70,76,73,74,66,79,69,79,84,83,74,76,70,89,84,82,69,84,83,34,84,76,82,40,21,19,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8054,109416,3517,2013-02-15 00:00:00,81,81,right,high,medium,70,86,70,76,73,74,66,79,69,79,84,83,74,76,70,89,84,82,69,84,83,34,84,76,82,40,21,19,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8055,109416,3517,2012-08-31 00:00:00,81,81,right,high,medium,77,86,70,76,70,74,66,79,69,79,75,76,74,76,70,89,84,82,69,84,83,34,84,76,82,40,21,19,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8056,109416,3517,2012-02-22 00:00:00,82,82,right,high,medium,77,86,70,76,70,74,66,79,69,79,83,89,74,76,70,89,84,82,69,84,83,34,84,76,83,40,21,19,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8057,109416,3517,2011-08-30 00:00:00,82,82,right,high,medium,77,86,70,76,70,74,66,79,69,79,83,90,79,76,70,89,84,82,69,84,83,34,84,76,82,40,21,19,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8058,109416,3517,2011-02-22 00:00:00,79,84,right,high,medium,77,81,70,76,68,74,66,73,69,77,81,84,74,76,74,89,63,78,81,81,83,34,80,75,82,40,21,19,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8059,109416,3517,2010-08-30 00:00:00,78,84,right,high,medium,77,78,70,76,68,74,66,73,69,77,81,84,74,76,74,89,63,78,85,81,83,34,80,75,82,40,21,19,12,13,12,15,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8060,109416,3517,2010-02-22 00:00:00,81,88,right,high,medium,77,84,70,76,68,74,66,68,69,82,81,85,74,76,74,91,63,84,85,87,83,79,87,75,79,40,21,19,13,21,69,21,21
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8061,109416,3517,2009-08-30 00:00:00,80,90,right,high,medium,75,83,69,79,68,76,66,67,70,81,83,85,74,77,74,89,63,83,84,83,76,78,85,75,78,39,21,19,13,21,70,21,21
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8062,109416,3517,2008-08-30 00:00:00,79,90,right,high,medium,75,82,69,74,68,73,66,67,73,81,80,85,74,75,74,86,63,77,84,85,76,78,84,75,78,39,21,19,13,21,73,21,21
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8063,109416,3517,2007-08-30 00:00:00,81,90,right,high,medium,66,81,69,74,68,76,66,67,56,83,88,86,74,73,74,78,63,79,73,63,62,78,83,75,84,21,21,19,13,21,56,21,21
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8064,109416,3517,2007-02-22 00:00:00,81,90,right,high,medium,66,81,69,74,68,76,66,84,56,83,88,86,74,73,74,78,63,79,73,63,62,78,83,75,84,19,20,19,13,12,56,7,11
3517,27663,Franco Brienza,137199,1979-03-19 00:00:00,167.64,150,8065,109416,3517,2007-02-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,118730,Eyong Enoh,190277,1986-03-23 00:00:00,177.8,165,8188,49467,3140,2011-02-22 00:00:00,66,71,left,None,o,60,53,64,69,54,65,63,51,68,68,72,73,74,72,67,64,68,78,67,66,68,69,30,68,63,57,62,61,15,13,8,10,7
3140,118730,Eyong Enoh,190277,1986-03-23 00:00:00,177.8,165,8189,49467,3140,2010-08-30 00:00:00,65,71,left,None,o,60,53,64,69,54,65,63,51,68,68,72,73,74,72,67,64,68,78,67,56,68,69,30,68,63,57,62,61,15,13,8,10,7
3140,118730,Eyong Enoh,190277,1986-03-23 00:00:00,177.8,165,8190,49467,3140,2010-02-22 00:00:00,67,71,left,None,o,60,53,64,69,54,65,63,51,68,68,72,73,74,72,67,64,68,78,67,56,68,67,66,68,70,57,62,61,8,20,68,20,20
3140,118730,Eyong Enoh,190277,1986-03-23 00:00:00,177.8,165,8191,49467,3140,2009-08-30 00:00:00,69,71,right,None,o,60,53,67,69,54,66,63,51,68,69,73,74,74,76,67,64,68,82,69,56,70,70,68,68,72,57,62,61,8,20,68,20,20
3140,118730,Eyong Enoh,190277,1986-03-23 00:00:00,177.8,165,8192,49467,3140,2008-08-30 00:00:00,63,71,right,None,o,53,55,47,69,54,55,63,53,66,64,71,71,74,67,67,58,68,77,61,55,60,67,53,68,51,57,62,61,8,20,66,20,20
3140,118730,Eyong Enoh,190277,1986-03-23 00:00:00,177.8,165,8193,49467,3140,2007-08-30 00:00:00,66,71,right,None,o,53,55,47,69,54,55,63,53,66,64,71,71,74,67,67,58,68,77,61,55,60,67,53,68,51,57,62,61,8,20,66,20,20
3140,118730,Eyong Enoh,190277,1986-03-23 00:00:00,177.8,165,8194,49467,3140,2007-02-22 00:00:00,65,71,right,None,o,53,55,50,69,54,52,63,51,66,64,71,71,74,67,67,55,68,77,61,55,60,67,53,68,51,57,62,61,10,10,66,14,8
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13261,147777,3520,2016-01-28 00:00:00,75,75,right,low,low,74,71,47,77,70,76,73,76,75,79,70,74,80,67,86,71,53,54,65,73,47,27,76,81,68,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13262,147777,3520,2015-12-17 00:00:00,75,75,right,low,low,74,71,47,77,70,76,73,76,75,79,70,74,80,67,86,71,53,54,65,73,47,27,76,81,68,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13263,147777,3520,2015-09-21 00:00:00,75,75,right,low,low,74,71,47,77,70,76,73,76,75,79,70,74,80,67,86,71,53,54,65,73,47,27,76,81,68,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13264,147777,3520,2015-05-15 00:00:00,75,75,right,low,low,74,71,47,77,70,76,73,76,75,79,70,74,80,67,86,71,53,54,65,73,47,27,76,81,68,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13265,147777,3520,2015-03-20 00:00:00,75,75,right,low,low,74,71,47,77,70,76,73,76,75,79,70,74,80,67,86,71,53,54,65,73,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13266,147777,3520,2014-09-18 00:00:00,75,75,right,low,low,74,71,47,77,70,76,73,76,75,79,76,74,82,68,86,71,53,54,65,73,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13267,147777,3520,2014-05-16 00:00:00,76,76,right,low,low,74,71,47,77,70,77,73,76,75,80,76,74,85,74,84,71,53,54,65,73,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13268,147777,3520,2014-05-09 00:00:00,76,76,right,low,low,74,71,47,77,70,77,73,76,75,80,76,74,85,74,84,71,53,54,65,73,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13269,147777,3520,2013-09-20 00:00:00,78,78,right,low,low,74,74,47,77,79,83,73,76,75,85,76,74,85,74,84,81,53,54,65,79,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13270,147777,3520,2013-07-12 00:00:00,79,79,right,low,low,74,75,47,78,79,85,73,76,76,87,77,76,85,74,84,82,53,54,65,80,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13271,147777,3520,2013-04-19 00:00:00,79,79,right,low,low,74,75,47,78,79,85,73,76,76,87,77,76,85,74,84,82,53,54,65,80,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13272,147777,3520,2013-03-22 00:00:00,79,79,right,low,low,74,75,47,78,79,85,73,76,76,87,77,76,85,74,84,82,53,54,65,80,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13273,147777,3520,2013-02-22 00:00:00,79,79,right,low,low,74,75,47,78,79,85,73,76,76,87,77,76,85,74,84,82,53,54,65,80,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13274,147777,3520,2013-02-15 00:00:00,79,79,right,low,low,74,75,47,78,79,85,73,76,76,87,77,76,85,74,84,82,53,54,65,80,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13275,147777,3520,2012-08-31 00:00:00,81,81,right,low,low,74,75,47,78,79,85,73,76,76,88,78,77,85,74,84,82,61,54,65,80,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13276,147777,3520,2012-02-22 00:00:00,81,81,right,low,low,75,76,47,79,81,85,73,76,76,88,82,78,85,74,84,82,61,57,65,81,47,27,76,81,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13277,147777,3520,2011-08-30 00:00:00,83,83,right,low,low,77,78,47,81,82,86,73,76,77,90,84,80,86,79,84,83,61,57,65,82,47,27,79,82,73,22,28,27,9,11,13,7,15
3520,49825,Franco Di Santo,186405,1989-04-07 00:00:00,193.04,194,13278,147777,3520,2011-02-22 00:00:00,83,88,right,low,low,78,80,50,83,76,89,76,76,77,91,87,82,86,81,75,78,53,70,66,83,58,27,77,84,61,22,28,27,9,11,13,7,15
